EntityId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,D2020,D2030,D2040,D2050,D2060,D2070
1022,"IRRIGATION, COLORADO",IRRIGATION,K,COLORADO,N,165846,161385,157044,152819,148709,144708
1023,"IRRIGATION, COMAL",IRRIGATION,L,COMAL,N,429,390,351,312,275,252
1024,"IRRIGATION, COMANCHE",IRRIGATION,G,COMANCHE,N,27458,27175,26894,26617,26342,26076
1025,"IRRIGATION, CONCHO",IRRIGATION,F,CONCHO,N,9734,9693,9654,9618,9582,9546
1026,"IRRIGATION, COOKE",IRRIGATION,C,COOKE,N,300,300,300,300,300,300
1027,"IRRIGATION, COTTLE",IRRIGATION,B,COTTLE,N,4004,3884,3767,3655,3655,3655
1029,"IRRIGATION, CROCKETT",IRRIGATION,F,CROCKETT,N,479,470,461,455,446,437
1030,"IRRIGATION, CROSBY",IRRIGATION,O,CROSBY,N,117362,112634,108095,103742,99564,95864
1031,"IRRIGATION, CULBERSON",IRRIGATION,E,CULBERSON,N,39928,39074,38238,37420,36619,35835
1032,"IRRIGATION, DALLAM",IRRIGATION,A,DALLAM,N,369864,347524,318795,283373,247952,212530
1033,"IRRIGATION, DALLAS",IRRIGATION,C,DALLAS,N,9134,9134,9134,9134,9134,9134
1034,"IRRIGATION, DAWSON",IRRIGATION,O,DAWSON,N,106630,100619,94945,89594,84544,80286
1035,"IRRIGATION, DEAF SMITH",IRRIGATION,O,DEAF SMITH,N,193410,187282,181349,175604,170041,164985
1036,"IRRIGATION, DELTA",IRRIGATION,D,DELTA,N,2775,2746,2712,2683,2654,2626
1037,"IRRIGATION, DENTON",IRRIGATION,C,DENTON,N,2137,2137,2137,2137,2137,2137
1038,"IRRIGATION, DEWITT",IRRIGATION,L,DEWITT,N,1485,1485,1485,1485,1485,1485
1039,"IRRIGATION, DICKENS",IRRIGATION,O,DICKENS,N,9363,9085,8814,8550,8293,8060
1040,"IRRIGATION, DIMMIT",IRRIGATION,L,DIMMIT,N,5775,5715,5485,5249,5023,4869
1041,"IRRIGATION, DONLEY",IRRIGATION,A,DONLEY,N,24080,23203,21847,19419,16992,14564
1042,"IRRIGATION, DUVAL",IRRIGATION,N,DUVAL,N,3004,3154,3312,3478,3651,3834
1043,"IRRIGATION, EASTLAND",IRRIGATION,G,EASTLAND,N,6819,6829,6837,6840,6843,6850
1044,"IRRIGATION, ECTOR",IRRIGATION,F,ECTOR,N,1432,1415,1397,1380,1362,1345
1045,"IRRIGATION, EDWARDS",IRRIGATION,J,EDWARDS,N,227,218,209,200,191,184
1046,"IRRIGATION, ELLIS",IRRIGATION,C,ELLIS,N,572,572,572,572,572,572
1047,"IRRIGATION, EL PASO",IRRIGATION,E,EL PASO,N,242798,240848,232380,228579,224840,221162
1048,"IRRIGATION, ERATH",IRRIGATION,G,ERATH,N,6383,6290,6198,6107,6018,5933
1049,"IRRIGATION, FALLS",IRRIGATION,G,FALLS,N,4301,4163,4027,3898,3772,3658
1050,"IRRIGATION, FANNIN",IRRIGATION,C,FANNIN,N,8301,8301,8301,8301,8301,8301
1051,"IRRIGATION, FAYETTE",IRRIGATION,K,FAYETTE,N,623,583,545,511,480,453
1052,"IRRIGATION, FISHER",IRRIGATION,G,FISHER,N,4488,4354,4224,4098,3974,3862
1053,"IRRIGATION, FLOYD",IRRIGATION,O,FLOYD,N,147725,141841,136191,130767,125559,120941
1054,"IRRIGATION, FOARD",IRRIGATION,B,FOARD,N,3939,3820,3706,3595,3595,3595
1055,"IRRIGATION, FORT BEND",IRRIGATION,H,FORT BEND,N,46800,46800,46800,46800,46800,46800
1056,"IRRIGATION, FREESTONE",IRRIGATION,C,FREESTONE,N,298,298,298,298,298,298
1057,"IRRIGATION, FRIO",IRRIGATION,L,FRIO,N,70831,68327,65932,63638,61423,59412
1058,"IRRIGATION, GAINES",IRRIGATION,O,GAINES,N,379779,360000,341251,323477,306629,292238
1059,"IRRIGATION, GALVESTON",IRRIGATION,H,GALVESTON,N,6300,6300,6300,6300,6300,6300
1060,"IRRIGATION, GARZA",IRRIGATION,O,GARZA,N,11621,10937,10299,9697,9130,8655
1061,"IRRIGATION, GILLESPIE",IRRIGATION,K,GILLESPIE,N,2058,2031,2003,1978,1953,1928
1062,"IRRIGATION, GLASSCOCK",IRRIGATION,F,GLASSCOCK,N,56707,56252,55796,55339,54887,54439
1063,"IRRIGATION, GOLIAD",IRRIGATION,L,GOLIAD,N,3200,3200,3200,3200,3200,3200
1064,"IRRIGATION, GONZALES",IRRIGATION,L,GONZALES,N,2413,2080,1792,1545,1333,1193
1065,"IRRIGATION, GRAY",IRRIGATION,A,GRAY,N,21291,20104,18539,16479,14419,12359
1066,"IRRIGATION, GRAYSON",IRRIGATION,C,GRAYSON,N,2438,2654,2870,3086,3303,3519
1068,"IRRIGATION, GUADALUPE",IRRIGATION,L,GUADALUPE,N,413,366,321,307,305,284
1069,"IRRIGATION, HALE",IRRIGATION,O,HALE,N,369812,357560,345713,334258,323183,313161
1070,"IRRIGATION, HALL",IRRIGATION,A,HALL,N,10134,9806,9274,8243,7213,6182
1071,"IRRIGATION, HAMILTON",IRRIGATION,G,HAMILTON,N,507,504,495,471,448,436
1072,"IRRIGATION, HANSFORD",IRRIGATION,A,HANSFORD,N,134902,126481,115759,102897,90035,77173
1073,"IRRIGATION, HARDEMAN",IRRIGATION,B,HARDEMAN,N,7939,7701,7470,7246,7246,7246
1074,"IRRIGATION, HARDIN",IRRIGATION,I,HARDIN,N,3414,3645,3804,3861,3802,3712
1075,"IRRIGATION, HARRIS",IRRIGATION,H,HARRIS,N,7240,7240,7240,7240,7240,7240
1076,"IRRIGATION, HARRISON",IRRIGATION,D,HARRISON,N,445,445,445,445,445,445
1077,"IRRIGATION, HARTLEY",IRRIGATION,A,HARTLEY,N,345365,325882,300290,266924,233559,200193
1078,"IRRIGATION, HASKELL",IRRIGATION,G,HASKELL,N,47844,46422,45040,43072,42405,41207
1079,"IRRIGATION, HAYS",IRRIGATION,K,HAYS,Y,107,107,107,107,107,107
1079,"IRRIGATION, HAYS",IRRIGATION,L,HAYS,Y,650,644,638,632,626,620
1080,"IRRIGATION, HEMPHILL",IRRIGATION,A,HEMPHILL,N,1907,1814,1685,1498,1311,1124
1081,"IRRIGATION, HENDERSON",IRRIGATION,I,HENDERSON,N,384,384,384,384,384,384
1082,"IRRIGATION, HIDALGO",IRRIGATION,M,HIDALGO,N,639676,609754,577457,540797,502563,502563
1083,"IRRIGATION, HILL",IRRIGATION,G,HILL,N,582,582,582,582,568,563
1084,"IRRIGATION, HOCKLEY",IRRIGATION,O,HOCKLEY,N,131207,126077,121146,116409,111858,107813
1085,"IRRIGATION, HOOD",IRRIGATION,G,HOOD,N,7205,7071,6939,6807,6680,6560
1086,"IRRIGATION, HOPKINS",IRRIGATION,D,HOPKINS,N,2269,2269,2269,2269,2269,2269
1087,"IRRIGATION, HOUSTON",IRRIGATION,I,HOUSTON,N,2989,3235,3503,3801,4130,4578
1088,"IRRIGATION, HOWARD",IRRIGATION,F,HOWARD,N,6722,6645,6567,6490,6413,6337
1089,"IRRIGATION, HUDSPETH",IRRIGATION,E,HUDSPETH,N,178840,175132,171501,167945,164463,161053
1090,"IRRIGATION, HUNT",IRRIGATION,D,HUNT,N,254,254,254,254,254,254
1091,"IRRIGATION, HUTCHINSON",IRRIGATION,A,HUTCHINSON,N,40008,37671,34635,30786,26938,23090
1092,"IRRIGATION, IRION",IRRIGATION,F,IRION,N,1467,1435,1402,1370,1338,1307
1093,"IRRIGATION, JACKSON",IRRIGATION,P,JACKSON,N,59801,59801,59801,59801,59801,59801
1094,"IRRIGATION, JEFF DAVIS",IRRIGATION,E,JEFF DAVIS,N,2560,2547,2534,2521,2504,2490
1095,"IRRIGATION, JEFFERSON",IRRIGATION,I,JEFFERSON,N,161952,171165,177490,179735,177394,173833
1096,"IRRIGATION, JIM HOGG",IRRIGATION,M,JIM HOGG,N,439,413,398,414,451,451
1097,"IRRIGATION, JIM WELLS",IRRIGATION,N,JIM WELLS,N,2500,2625,2756,2894,3039,3191
1098,"IRRIGATION, JOHNSON",IRRIGATION,G,JOHNSON,N,141,141,141,141,141,141
1099,"IRRIGATION, JONES",IRRIGATION,G,JONES,N,2870,2784,2701,2620,2542,2471
1100,"IRRIGATION, KARNES",IRRIGATION,L,KARNES,N,655,593,536,485,438,403
1101,"IRRIGATION, KAUFMAN",IRRIGATION,C,KAUFMAN,N,179,179,179,179,179,179
1102,"IRRIGATION, KENDALL",IRRIGATION,L,KENDALL,N,375,367,359,352,346,339
1104,"IRRIGATION, KENT",IRRIGATION,G,KENT,N,1235,1198,1166,1134,1102,1073
1105,"IRRIGATION, KERR",IRRIGATION,J,KERR,N,842,816,790,765,741,719
1106,"IRRIGATION, KIMBLE",IRRIGATION,F,KIMBLE,N,2939,2830,2718,2606,2501,2400
1107,"IRRIGATION, KING",IRRIGATION,B,KING,N,28,28,28,28,28,28
1108,"IRRIGATION, KINNEY",IRRIGATION,J,KINNEY,N,6730,6730,6730,6730,6730,6730
1109,"IRRIGATION, KLEBERG",IRRIGATION,N,KLEBERG,N,600,630,662,695,729,766
1110,"IRRIGATION, KNOX",IRRIGATION,G,KNOX,N,41033,40025,39041,38082,37147,36278
1111,"IRRIGATION, LAMAR",IRRIGATION,D,LAMAR,N,20945,20879,20813,20748,20684,20622
1112,"IRRIGATION, LAMB",IRRIGATION,O,LAMB,N,325356,312802,300732,289129,277974,268045
1113,"IRRIGATION, LAMPASAS",IRRIGATION,G,LAMPASAS,N,387,382,377,372,370,366
1114,"IRRIGATION, LA SALLE",IRRIGATION,L,LA SALLE,N,4636,4493,4354,4220,4090,3971
1115,"IRRIGATION, LAVACA",IRRIGATION,P,LAVACA,N,8357,8357,8357,8357,8357,8357
1116,"IRRIGATION, LEE",IRRIGATION,G,LEE,N,459,446,434,421,409,398
1117,"IRRIGATION, LEON",IRRIGATION,H,LEON,N,284,284,284,284,284,284
1118,"IRRIGATION, LIBERTY",IRRIGATION,H,LIBERTY,N,61885,61885,61885,61885,61885,61885
1119,"IRRIGATION, LIPSCOMB",IRRIGATION,A,LIPSCOMB,N,20009,19014,17650,15689,13728,11767
1120,"IRRIGATION, LIVE OAK",IRRIGATION,N,LIVE OAK,N,2200,2310,2426,2547,2674,2808
1121,"IRRIGATION, LLANO",IRRIGATION,K,LLANO,N,1936,1902,1870,1840,1810,1781
1123,"IRRIGATION, LUBBOCK",IRRIGATION,O,LUBBOCK,N,169242,159740,150773,142310,134322,127582
1124,"IRRIGATION, LYNN",IRRIGATION,O,LYNN,N,84566,80019,75711,71641,67790,64515
1125,"IRRIGATION, MCCULLOCH",IRRIGATION,F,MCCULLOCH,N,3584,3539,3493,3448,3404,3361
1126,"IRRIGATION, MCLENNAN",IRRIGATION,G,MCLENNAN,N,4880,4877,4872,4867,4862,4858
1127,"IRRIGATION, MADISON",IRRIGATION,H,MADISON,N,16,16,16,16,16,16
1129,"IRRIGATION, MARTIN",IRRIGATION,F,MARTIN,N,36322,35674,35026,34381,33746,33123
1130,"IRRIGATION, MASON",IRRIGATION,F,MASON,N,8294,8174,8054,7935,7816,7699
1131,"IRRIGATION, MATAGORDA",IRRIGATION,K,MATAGORDA,N,209087,203382,197830,192428,187171,182055
1132,"IRRIGATION, MAVERICK",IRRIGATION,M,MAVERICK,N,52993,51886,50903,49951,49076,49076
1133,"IRRIGATION, MEDINA",IRRIGATION,L,MEDINA,N,57464,55070,52776,50579,48473,46615
1134,"IRRIGATION, MENARD",IRRIGATION,F,MENARD,N,2530,2522,2514,2505,2497,2489
1135,"IRRIGATION, MIDLAND",IRRIGATION,F,MIDLAND,N,33276,33016,32756,32495,32237,31981
1136,"IRRIGATION, MILAM",IRRIGATION,G,MILAM,N,5081,5040,4995,4956,4915,4875
1137,"IRRIGATION, MILLS",IRRIGATION,K,MILLS,N,3074,3008,2943,2879,2817,2759
1138,"IRRIGATION, MITCHELL",IRRIGATION,F,MITCHELL,N,11519,11460,11404,11348,11292,11236
1139,"IRRIGATION, MONTAGUE",IRRIGATION,B,MONTAGUE,N,872,872,872,872,872,872
1140,"IRRIGATION, MONTGOMERY",IRRIGATION,H,MONTGOMERY,N,737,737,737,737,737,737
1141,"IRRIGATION, MOORE",IRRIGATION,A,MOORE,N,143028,134395,123290,109591,95892,82193
1142,"IRRIGATION, MOTLEY",IRRIGATION,O,MOTLEY,N,9439,9159,8884,8617,8359,8123
1143,"IRRIGATION, NACOGDOCHES",IRRIGATION,I,NACOGDOCHES,N,400,400,400,400,400,400
1144,"IRRIGATION, NEWTON",IRRIGATION,I,NEWTON,N,375,375,375,375,375,375
1145,"IRRIGATION, NOLAN",IRRIGATION,G,NOLAN,N,7413,7217,7024,6842,6663,6497
1146,"IRRIGATION, NUECES",IRRIGATION,N,NUECES,N,439,461,484,508,534,560
1147,"IRRIGATION, OCHILTREE",IRRIGATION,A,OCHILTREE,N,57243,53825,49414,43923,38433,32942
1148,"IRRIGATION, OLDHAM",IRRIGATION,A,OLDHAM,N,3937,3768,3524,3133,2741,2350
1149,"IRRIGATION, ORANGE",IRRIGATION,I,ORANGE,N,3730,3983,4156,4218,4153,4056
1150,"IRRIGATION, PALO PINTO",IRRIGATION,G,PALO PINTO,N,3138,3097,3063,3022,2981,2944
1151,"IRRIGATION, PARKER",IRRIGATION,C,PARKER,N,490,490,490,490,490,490
1152,"IRRIGATION, PARMER",IRRIGATION,O,PARMER,N,329806,326305,322840,319413,316021,312736
1153,"IRRIGATION, PECOS",IRRIGATION,F,PECOS,N,126023,126023,126023,126023,126023,126023
1154,"IRRIGATION, POLK",IRRIGATION,I,POLK,N,428,428,428,428,428,428
1155,"IRRIGATION, POTTER",IRRIGATION,A,POTTER,N,3427,3292,3091,2748,2404,2061
1156,"IRRIGATION, PRESIDIO",IRRIGATION,E,PRESIDIO,N,4630,4539,4450,4363,4278,4197
1157,"IRRIGATION, RANDALL",IRRIGATION,A,RANDALL,N,18000,17156,15976,14201,12426,10650
1158,"IRRIGATION, REAGAN",IRRIGATION,F,REAGAN,N,19130,18808,18486,18164,17848,17537
1159,"IRRIGATION, REAL",IRRIGATION,J,REAL,N,238,228,219,209,199,191
1160,"IRRIGATION, RED RIVER",IRRIGATION,D,RED RIVER,N,5156,5103,5050,4998,4945,4895
1161,"IRRIGATION, REEVES",IRRIGATION,F,REEVES,N,91357,90577,89795,89015,88242,87475
1162,"IRRIGATION, REFUGIO",IRRIGATION,L,REFUGIO,N,652,652,652,652,652,652
1163,"IRRIGATION, ROBERTS",IRRIGATION,A,ROBERTS,N,5958,5609,5155,4582,4009,3437
1164,"IRRIGATION, ROBERTSON",IRRIGATION,G,ROBERTSON,N,63420,61607,59841,58127,56460,55124
1165,"IRRIGATION, ROCKWALL",IRRIGATION,C,ROCKWALL,N,374,374,374,374,374,374
1166,"IRRIGATION, RUNNELS",IRRIGATION,F,RUNNELS,N,4009,3991,3973,3955,3937,3919
1167,"IRRIGATION, RUSK",IRRIGATION,I,RUSK,N,100,100,100,100,100,100
1168,"IRRIGATION, SAN AUGUSTINE",IRRIGATION,I,SAN AUGUSTINE,N,62,62,62,62,62,62
1169,"IRRIGATION, SAN JACINTO",IRRIGATION,H,SAN JACINTO,N,259,259,259,259,259,259
1170,"IRRIGATION, SAN PATRICIO",IRRIGATION,N,SAN PATRICIO,N,11085,12244,13525,14940,16504,18632
1171,"IRRIGATION, SAN SABA",IRRIGATION,K,SAN SABA,N,5539,5361,5188,5018,4856,4709
1172,"IRRIGATION, SCHLEICHER",IRRIGATION,F,SCHLEICHER,N,1414,1385,1356,1327,1298,1270
1173,"IRRIGATION, SCURRY",IRRIGATION,F,SCURRY,N,7305,7056,6806,6557,6318,6088
1175,"IRRIGATION, SHELBY",IRRIGATION,I,SHELBY,N,26,26,26,26,26,26
1176,"IRRIGATION, SHERMAN",IRRIGATION,A,SHERMAN,N,220966,207757,190687,169499,148312,127125
1177,"IRRIGATION, SMITH",IRRIGATION,D,SMITH,Y,370,389,408,428,450,475
1177,"IRRIGATION, SMITH",IRRIGATION,I,SMITH,Y,1486,1518,1550,1583,1618,1659
1178,"IRRIGATION, SOMERVELL",IRRIGATION,G,SOMERVELL,N,83,82,82,81,80,79
1179,"IRRIGATION, STARR",IRRIGATION,M,STARR,N,13483,11085,8646,6192,3714,3714
1180,"IRRIGATION, STEPHENS",IRRIGATION,G,STEPHENS,N,116,115,113,112,111,110
1181,"IRRIGATION, STERLING",IRRIGATION,F,STERLING,N,983,942,901,860,820,782
1182,"IRRIGATION, STONEWALL",IRRIGATION,G,STONEWALL,N,165,160,155,150,146,142
1183,"IRRIGATION, SUTTON",IRRIGATION,F,SUTTON,N,1803,1767,1733,1697,1663,1629
1184,"IRRIGATION, SWISHER",IRRIGATION,O,SWISHER,N,196895,203171,202011,200857,199709,198581
1185,"IRRIGATION, TARRANT",IRRIGATION,C,TARRANT,N,4466,4466,4466,4466,4466,4466
1186,"IRRIGATION, TAYLOR",IRRIGATION,G,TAYLOR,N,1557,1519,1481,1444,1406,1373
1187,"IRRIGATION, TERRELL",IRRIGATION,E,TERRELL,N,379,369,359,354,344,337
1188,"IRRIGATION, TERRY",IRRIGATION,O,TERRY,N,143461,136107,129129,122508,116226,110848
1190,"IRRIGATION, TOM GREEN",IRRIGATION,F,TOM GREEN,N,93579,93350,93121,92889,92660,92432
1191,"IRRIGATION, TRAVIS",IRRIGATION,K,TRAVIS,N,4322,3975,3657,3364,3097,2885
1192,"IRRIGATION, TRINITY",IRRIGATION,I,TRINITY,N,500,500,500,500,500,500
1193,"IRRIGATION, TYLER",IRRIGATION,I,TYLER,N,675,675,675,675,675,675
1194,"IRRIGATION, UPSHUR",IRRIGATION,D,UPSHUR,N,185,185,185,185,185,185
1195,"IRRIGATION, UPTON",IRRIGATION,F,UPTON,N,9473,9338,9202,9066,8932,8800
1196,"IRRIGATION, UVALDE",IRRIGATION,L,UVALDE,N,65722,63152,60682,58310,56030,54004
1197,"IRRIGATION, VAL VERDE",IRRIGATION,J,VAL VERDE,N,2460,2364,2274,2185,2101,2026
1198,"IRRIGATION, VAN ZANDT",IRRIGATION,D,VAN ZANDT,N,437,437,437,437,437,437
1199,"IRRIGATION, VICTORIA",IRRIGATION,L,VICTORIA,N,21215,21215,21215,21215,21215,21215
1200,"IRRIGATION, WALKER",IRRIGATION,H,WALKER,N,675,675,675,675,675,675
1201,"IRRIGATION, WALLER",IRRIGATION,H,WALLER,N,21096,21096,21096,21096,21096,21096
1202,"IRRIGATION, WARD",IRRIGATION,F,WARD,N,5613,5543,5473,5403,5334,5266
1203,"IRRIGATION, WASHINGTON",IRRIGATION,G,WASHINGTON,N,299,299,299,299,299,299
1204,"IRRIGATION, WEBB",IRRIGATION,M,WEBB,N,7612,7612,7612,7612,7612,7612
1205,"IRRIGATION, WHARTON",IRRIGATION,K,WHARTON,Y,212229,206520,200965,195559,190298,185179
1205,"IRRIGATION, WHARTON",IRRIGATION,P,WHARTON,Y,149688,149688,149688,149688,149688,149688
1206,"IRRIGATION, WHEELER",IRRIGATION,A,WHEELER,N,8203,7983,7433,6607,5781,4955
1207,"IRRIGATION, WICHITA",IRRIGATION,B,WICHITA,N,45267,44487,43707,42927,42927,42927
1208,"IRRIGATION, WILBARGER",IRRIGATION,B,WILBARGER,N,31603,30655,29736,28843,28843,28843
1209,"IRRIGATION, WILLACY",IRRIGATION,M,WILLACY,N,69253,69074,68936,68814,68741,68741
1210,"IRRIGATION, WILLIAMSON",IRRIGATION,G,WILLIAMSON,N,151,151,151,151,151,151
1211,"IRRIGATION, WILSON",IRRIGATION,L,WILSON,N,12182,10831,9640,8592,7685,7009
1212,"IRRIGATION, WINKLER",IRRIGATION,F,WINKLER,N,4912,4912,4912,4912,4912,4912
1213,"IRRIGATION, WISE",IRRIGATION,C,WISE,N,1324,1324,1324,1324,1324,1324
1214,"IRRIGATION, WOOD",IRRIGATION,D,WOOD,N,721,721,721,721,721,721
1215,"IRRIGATION, YOAKUM",IRRIGATION,O,YOAKUM,N,146083,139091,132435,126095,120060,114838
1216,"IRRIGATION, YOUNG",IRRIGATION,G,YOUNG,N,51,50,48,47,45,44
1217,"IRRIGATION, ZAPATA",IRRIGATION,M,ZAPATA,N,4717,4455,4215,3981,3800,3800
1218,"IRRIGATION, ZAVALA",IRRIGATION,L,ZAVALA,N,44222,42475,40797,39185,37636,36262
1219,IRVING,MUNICIPAL,C,DALLAS,N,56135,60148,59460,59081,59001,58992
1220,ITALY,MUNICIPAL,C,ELLIS,N,314,386,473,580,733,976
1221,ITASCA,MUNICIPAL,G,HILL,N,156,158,158,161,165,168
1222,JACINTO CITY,MUNICIPAL,H,HARRIS,N,774,747,755,776,799,822
1223,JACKSBORO,MUNICIPAL,C,JACK,N,681,706,719,725,734,740
1224,JACKSON WSC,MUNICIPAL,D,SMITH,Y,197,213,235,263,301,347
1224,JACKSON WSC,MUNICIPAL,I,SMITH,Y,197,207,218,234,253,274
1225,JAMAICA BEACH,MUNICIPAL,H,GALVESTON,N,261,259,259,260,263,266
1226,JARRELL-SCHWERTNER WSC,MUNICIPAL,G,BELL,Y,186,209,235,264,294,324
1226,JARRELL-SCHWERTNER WSC,MUNICIPAL,G,WILLIAMSON,Y,461,561,690,833,1000,1174
1227,JASPER,MUNICIPAL,I,JASPER,N,1699,1699,1676,1660,1657,1657
1228,JASPER COUNTY WCID #1,MUNICIPAL,I,JASPER,N,224,212,207,207,207,207
1229,JAYTON,MUNICIPAL,G,KENT,N,92,91,89,89,88,88
1230,JEFFERSON,MUNICIPAL,D,MARION,N,389,379,371,366,365,365
1231,JEFFERSON COUNTY WCID #10,MUNICIPAL,I,JEFFERSON,N,448,453,463,485,517,555
1232,JERSEY VILLAGE,MUNICIPAL,H,HARRIS,N,1746,1733,1742,1764,1799,1841
1233,JEWETT,MUNICIPAL,H,LEON,N,238,276,307,353,393,433
1234,JOAQUIN,MUNICIPAL,I,SHELBY,N,137,142,147,155,162,169
1235,JOHNSON CITY,MUNICIPAL,K,BLANCO,N,354,411,444,461,473,481
1237,JOHNSON COUNTY SUD,MUNICIPAL,C,ELLIS,Y,28,34,42,51,63,76
1237,JOHNSON COUNTY SUD,MUNICIPAL,C,TARRANT,Y,269,293,318,345,375,404
1237,JOHNSON COUNTY SUD,MUNICIPAL,G,HILL,Y,29,29,30,31,32,33
1237,JOHNSON COUNTY SUD,MUNICIPAL,G,JOHNSON,Y,4808,5379,5999,6728,7557,8457
1238,JONAH WATER SUD,MUNICIPAL,G,WILLIAMSON,N,1830,2239,2768,3350,4023,4722
1239,JONES CREEK,MUNICIPAL,H,BRAZORIA,N,207,200,193,192,192,193
1240,JONESTOWN,MUNICIPAL,K,TRAVIS,N,408,428,448,473,497,521
1242,JOSEPHINE,MUNICIPAL,C,COLLIN,Y,258,390,519,641,641,641
1242,JOSEPHINE,MUNICIPAL,D,HUNT,Y,20,34,54,81,81,81
1243,JOSHUA,MUNICIPAL,G,JOHNSON,N,951,1115,1292,1494,1722,1968
1244,JOURDANTON,MUNICIPAL,L,ATASCOSA,N,959,1083,1198,1317,1434,1544
1245,JUNCTION,MUNICIPAL,F,KIMBLE,N,627,620,610,605,604,604
1246,JUSTIN,MUNICIPAL,C,DENTON,N,695,1212,1733,1729,1728,1727
1247,KARNES CITY,MUNICIPAL,L,KARNES,N,625,628,617,611,580,580
1248,KATY,MUNICIPAL,H,FORT BEND,Y,1664,3798,3796,3800,3810,3819
1248,KATY,MUNICIPAL,H,HARRIS,Y,3212,3321,3425,3522,3618,3709
1248,KATY,MUNICIPAL,H,WALLER,Y,354,434,527,628,742,866
1249,KAUFMAN,MUNICIPAL,C,KAUFMAN,N,990,1184,1442,2151,2777,3406
1250,KEENE,MUNICIPAL,G,JOHNSON,N,487,564,648,741,842,949
1251,KELLER,MUNICIPAL,C,TARRANT,N,12182,12981,12906,12862,12847,12846
1252,KEMAH,MUNICIPAL,H,GALVESTON,N,1181,1538,1588,1629,1665,1695
1253,KEMP,MUNICIPAL,C,KAUFMAN,N,308,376,456,551,845,1182
1254,KEMPNER,MUNICIPAL,G,LAMPASAS,N,202,219,231,246,259,272
1255,KEMPNER WSC,MUNICIPAL,G,BELL,Y,350,398,451,507,565,622
1255,KEMPNER WSC,MUNICIPAL,G,CORYELL,Y,541,602,674,738,810,882
1255,KEMPNER WSC,MUNICIPAL,G,LAMPASAS,Y,1539,1669,1770,1882,1987,2084
1255,KEMPNER WSC,MUNICIPAL,K,BURNET,Y,135,160,181,201,220,237
1256,KENEDY,MUNICIPAL,L,KARNES,N,1421,1446,1435,1432,1362,1362
1257,KENEFICK,MUNICIPAL,H,LIBERTY,N,76,83,89,97,104,112
1258,KENNEDALE,MUNICIPAL,C,TARRANT,N,1413,1588,1840,1909,1961,1961
1259,KERENS,MUNICIPAL,C,NAVARRO,N,206,218,231,252,275,300
1260,KERMIT,MUNICIPAL,F,WINKLER,N,1774,1766,1762,1780,1793,1807
1261,KERRVILLE,MUNICIPAL,J,KERR,N,4619,4688,4706,4759,4821,4875
1263,KILGORE,MUNICIPAL,D,GREGG,Y,2355,2525,2735,2991,3297,3647
1263,KILGORE,MUNICIPAL,I,RUSK,Y,723,789,855,931,1016,1104
1264,KILLEEN,MUNICIPAL,G,BELL,N,19467,21902,24713,27748,30864,33969
1266,KINGSLAND WSC,MUNICIPAL,K,BURNET,Y,46,54,62,68,75,80
1266,KINGSLAND WSC,MUNICIPAL,K,LLANO,Y,906,1018,1001,949,1031,1118
1267,KINGSVILLE,MUNICIPAL,N,KLEBERG,N,4232,4483,4738,5025,5336,5636
1269,KIRBY,MUNICIPAL,L,BEXAR,N,942,1012,986,977,974,974
1270,KIRBYVILLE,MUNICIPAL,I,JASPER,N,402,401,395,390,390,390
1271,KNOX CITY,MUNICIPAL,G,KNOX,N,242,245,248,253,257,261
1272,KOUNTZE,MUNICIPAL,I,HARDIN,N,255,246,238,234,234,234
1273,KRESS,MUNICIPAL,O,SWISHER,N,79,79,77,75,79,80
1274,KRUGERVILLE,MUNICIPAL,C,DENTON,N,263,315,368,435,434,434
1275,KRUM,MUNICIPAL,C,DENTON,N,1154,1414,1731,2089,2512,2997
1276,KYLE,MUNICIPAL,L,HAYS,N,5156,7680,9133,9119,9108,9104
1277,LA FERIA,MUNICIPAL,M,CAMERON,N,1126,1274,1432,1613,1809,2012
1278,LA GRANGE,MUNICIPAL,K,FAYETTE,N,865,959,1020,1075,1123,1162
1279,LA GRULLA,MUNICIPAL,M,STARR,N,337,373,406,441,475,506
1280,LA JOYA,MUNICIPAL,M,HIDALGO,N,652,783,919,1060,1207,1351
1281,LA MARQUE,MUNICIPAL,H,GALVESTON,N,3137,3339,3351,3376,3419,3459
1282,LA PORTE,MUNICIPAL,H,HARRIS,N,4809,4715,4659,4654,4702,4762
1283,LA VERNIA,MUNICIPAL,L,WILSON,N,277,335,391,443,494,539
1284,LA VILLA,MUNICIPAL,M,HIDALGO,N,275,328,385,443,504,564
1285,LACKLAND AFB,MUNICIPAL,L,BEXAR,N,1054,1013,981,962,959,959
1286,LACOSTE,MUNICIPAL,L,MEDINA,N,127,137,145,154,164,173
1287,LACY-LAKEVIEW,MUNICIPAL,G,MCLENNAN,N,772,817,859,908,966,1025
1288,LADONIA,MUNICIPAL,C,FANNIN,N,120,144,155,175,210,209
1289,LAGO VISTA,MUNICIPAL,K,TRAVIS,N,1868,2185,2488,2832,3140,3428
1290,LAGUNA VISTA,MUNICIPAL,M,CAMERON,N,2435,2831,3236,3676,4130,4597
1291,LAKE CITY,MUNICIPAL,N,SAN PATRICIO,N,64,65,64,64,65,66
1292,LAKE DALLAS,MUNICIPAL,C,DENTON,N,1096,1181,1339,1329,1326,1326
